Number,Opened,Short description,Assignment group,Created Month,Functional Area,IAC affected,OneERP Country / Entities Impacted
INC0251396,06-05-2024 11:31,OneERP SAP Hana - To Archive a Failed IDoc 0000000000669923,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Austria
INC0253688,31-05-2024 16:57,Transfer pricing on SAP order PO # 4500012636 is incorrect,L2 - OneERP - S/4 HANA - P2P,May-24,Procure to Pay,,Korea
INC0268786,01-11-2024 23:22,W5 - Brazil - Black book Opioid Control report - Issues,L2 - OneERP - S/4 HANA - P2P,Nov-24,Procure to Pay,,Brazil
INC0268971,04-11-2024 23:27,W4 ONE ERP ITALY - WRONG PRICE ON PO 4500012297,L2 - OneERP - S/4 HANA - P2P,Nov-24,Procure to Pay,,Italy
INC0268461,29-10-2024 18:41,Batch expiry missing from daily SAP stock report from France - FAO Mahesh Kalane,L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,France
INC0267601,17-10-2024 17:11,"Wave 2, 4- Japan, Korea and Australia - need report which will show me open purchase orders including Qty and value",L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,Multiple
INC0266629,09-10-2024 05:38,Support to Process Purchase orders in SAP -Aanaplan P4  UAT -Japan and Korea market in QS4 600,L2 - OneERP - S/4 HANA - P2P,Oct-24,Technical,,Japan
INC0266779,10-10-2024 09:00,PO EDI message not being sent to 3PL,L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,Brazil
INC0268393,28-10-2024 19:06,Wave 3 - one ERP - incorrect price on PO 4500015317 ; reversal not possible due to consumed stock,L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,Germany
INC0267516,16-10-2024 19:47,I have checked inventory Movianto file againts SAP file and I have found a discrepancie in salable stock for 50 units. Can you check or send to Movianto if some IDOC has failed?,L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,Spain
INC0267887,21-10-2024 20:34,SAP is sending Insert Signal for Existing Orders,L2 - OneERP - S/4 HANA - P2P,Oct-24,Technical,,Multiple
INC0267511,16-10-2024 18:56,Idoc failure ,L2 - OneERP - S/4 HANA - P2P,Oct-24,Procure to Pay,,Austria
INC0264309,16-09-2024 22:23,Aneram new semi FG SKU mapping in SAP  QS4 and prod system,L2 - OneERP - S/4 HANA - P2P,Sep-24,Cross Functional,,Japan
INC0264429,18-09-2024 11:04,PO 4500016033 issue with customer order number,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Switzerland
INC0264636,19-09-2024 23:32,issue with sales orders 194007 and  193739,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Italy
INC0264332,17-09-2024 06:02,SAP PO PRINT PDF option not working,L2 - OneERP - S/4 HANA - P2P,Sep-24,Cross Functional,,Australia
INC0264092,13-09-2024 17:12,W1 Spain iDOC failure - Mapping for Unit of Measure PC is incorrect between Movianto ES and MUNDI_ES,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Spain
INC0262884,02-09-2024 20:53,"One ERP - W3 - please move idocs to no further processing status: 805582, 805586, 805587",L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0262955,03-09-2024 15:54,ONE ERP W4 ITALY - WRONG PRICE ON PO 4500012111-4500012112-4500012107-4500012108,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Italy
INC0263226,05-09-2024 16:51,Mis match of PO numbers between systems,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Netherlands
INC0265125,25-09-2024 11:56,Wave 2 OneERP PTP iDoc Errors,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Australia
INC0263692,10-09-2024 10:16,ONE-ERP_KR_2PO missing in 3PL,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Korea
INC0263384,06-09-2024 16:32,One ERP - W3 - please reprocess idocs: 815744 & 815745,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0264106,13-09-2024 19:58,"Anaplan/Oracle issue -AP_0002186, AP_0002187 & AP_0002188 have not processed",L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0264313,16-09-2024 22:55,Anaplan orders are failing at SAP level,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Saudi Arabia
INC0265397,27-09-2024 17:20,ORDER not PROCESSED from SAP in QS4600,L2 - OneERP - S/4 HANA - P2P,Sep-24,Technical,,Multiple
INC0264684,20-09-2024 14:51, resend insert signal for AP_0002414 - 4500016632,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Denmark
INC0263725,10-09-2024 15:54,One ERP - W3 - please move idoc 817032 to no further processing status,L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0262883,02-09-2024 20:52,"One ERP - W3 - please move idocs to no further processing status: 802647, 802648, 802670",L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0264930,23-09-2024 19:17,"Esker, DE02 unable to process MDC invoices - vendor account ICNL0200",L2 - OneERP - S/4 HANA - P2P,Sep-24,Procure to Pay,,Germany
INC0261336,14-08-2024 01:28,SPED EFD ICMS not feeding in some records into the report,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260359,06-08-2024 20:17,OneERP - HYpercare (Denmark),L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Denmark
INC0261511,16-08-2024 01:40,W5 - Brazil - COLLECTION BOLETO NOT WORKING ,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0262600,29-08-2024 23:01,"W5 - DK01 - Unable to run report, change report periodicity from monthly to quarterly",L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Denmark
INC0261485,15-08-2024 19:28,ONE ERP - Netherland (Wave 5 ) - We could not be able to post because we are using tax code VP for intercompany.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Netherlands
INC0261458,15-08-2024 15:01,W2 – Canada - Payment incorrectly Posted,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Canada
INC0260249,05-08-2024 23:05,Sweden - Journal posting blocking error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Sweden
INC0261201,13-08-2024 04:22,W5 - Brazil - SPED EFD (ICMS),L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260235,05-08-2024 21:34,W5 - BR01 - Valor Total Liquido is incorrect for GO to GO sales using 5102/AA CFOP - uses reduced ICMS BC instead of Gross minus discount,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261332,13-08-2024 23:30,W5 - Brazil - Vendor 10035383 doesn't have CNPJ as payment key for PIX payment,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261470,15-08-2024 18:01,W5 - BE01 / NL01 - Replace details of Laura in DRC declarations header by details of Ivana Riegler for declarations submissions purposes,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Netherlands
INC0261325,13-08-2024 22:06,ONE ERP - Issuance of Intercompany invoices in AE01,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,UAE
INC0260395,06-08-2024 22:53,SAP Fiori TB layout is not in line i.e. GL balance is not showing against correct GL account,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Multiple
INC0261108,12-08-2024 15:55,Missing AE Bank keys ,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,UAE
INC0261200,13-08-2024 04:16,Wave 5 - Brazil - SPED PCO,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260266,06-08-2024 02:58,W5 ONE ERP  - Bradesco House bank missing,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261385,14-08-2024 17:52,OneERP wave 5 Hypercare - MNE - credit note error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Switzerland
INC0262602,29-08-2024 23:09,"W5 - NO Customer Line Item, NO Supplier Line Item and NO GL Line Item not appearing in Run Line Items in PS4 for NO01 / NO RPT ENT",L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Norway
INC0261422,14-08-2024 22:57,"W5 - Brazil - SPED EFD is not displaying the ""Freight Type"" field",L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260691,08-08-2024 22:43,Revaluation variant Request for CH06 & CH09,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Switzerland
INC0261562,16-08-2024 17:04,AU01 - 20000774 - Remittance advises generating incorrectly,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Australia
INC0261318,13-08-2024 21:18,Physical Inventory Adjustment for ES9A- Error KI235,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Spain
INC0260554,07-08-2024 21:39,Hypercare Wave5 - Bank transactions on different lines in Trial Balance - P7 2024,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,South Africa
INC0260267,06-08-2024 03:24,W5 - ONEERP - Payment files posting directly to the house bank,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260377,06-08-2024 21:56,While parking the Inventory Provision journal i am getting the error message as shown below in the attachment.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Australia
INC0260053,03-08-2024 04:57,CANADA - 103001 - Mismatch in Inventory Vs COGS as due interface issue between ETL and ERP.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Supply Chain,,Service Entities
INC0261591,17-08-2024 01:21,W5 - BR01 - values of returns displayed in NFe Sales & Returns report should be negative to allow correct calculations,L2 - OneERP - S/4 HANA - R2R,Aug-24,Technical,,Brazil
INC0261514,16-08-2024 03:36,W5 ONE ERP - Brazil - Statement upload showing error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Brazil
INC0261505,15-08-2024 23:41,Wave 5  - Sweden - Payment issue,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Sweden
INC0259941,02-08-2024 05:23,Missing currency pairs  for Denmark & Sweden,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Sweden
INC0261959,22-08-2024 00:12,W5 - Brazil - NF-e Sales and Returns(Z_SALES_RETURN) - Not working when Doc Type is 6 - Returns,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261583,16-08-2024 21:38,"Issue with payment run in UAE, Need fixed.",L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,UAE
INC0260812,09-08-2024 20:45,Wave 5 - AE - Migration numbers between SAP and FND does not reconcile,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,UAE
INC0261185,12-08-2024 23:35,Norway payment run Rejected.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Norway
INC0262604,29-08-2024 23:12,W5 - IE Annual Trading Report does not produce any output at all for IE01.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Ireland
INC0260824,09-08-2024 22:24,Missing quantities in FND for GL 54052010 in Foundation.,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0260192,05-08-2024 17:09,Sweden - Payroll Journal posting error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Service Entities
INC0260169,05-08-2024 16:05,OneERP wave 5 Hypercare CH09 GL Profitability segment error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Switzerland
INC0260470,07-08-2024 12:37,W2 - Korea - Change tax invoice's  representative name,L2 - OneERP - S/4 HANA - R2R,Aug-24,Order to Cash,,Korea
INC0260362,06-08-2024 20:22,W5 - Brazil - Registro de Saida – S_ALR_87012151 apresentou erro,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261744,19-08-2024 17:03,"PT SAP -  When uploading the PT sales journal, the item text is not being copied to the client",L2 - OneERP - S/4 HANA - R2R,Aug-24,Order to Cash,,Portugal
INC0261197,13-08-2024 03:58,W5 - BR - Value of debits in the ICMS report minimally does not match expected value from NFe Sales and Returns report,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0261552,16-08-2024 16:28,OneERP wave 5 Hypercare - CH09_Credit note error,L2 - OneERP - S/4 HANA - R2R,Aug-24,Technical,,Switzerland
INC0261186,12-08-2024 23:41,Denmark payment run Rejected,L2 - OneERP - S/4 HANA - R2R,Aug-24,Procure to Pay,,Denmark
INC0260269,06-08-2024 04:14,W5 - Brazil - Different version of NFe Sales and Return report appearing in Portuguese language version,L2 - OneERP - S/4 HANA - R2R,Aug-24,Record to Report,,Brazil
INC0258927,24-07-2024 00:57,Account number field for Chinese bank doesnt allow more than 18 digits.,L2 - OneERP - S/4 HANA - R2R,Jul-24,Procure to Pay,,Service Entities
INC0257978,15-07-2024 16:21,Missing FX rates for 12.07.2024 in SAP.,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Multiple
INC0258044,15-07-2024 22:36,ERP - foreign supplier payments with current account in euro,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Italy
INC0258192,16-07-2024 23:51,"Open items list templates ZSAP8, ZSAP9 donot extract any data for German entities. Please help.",L2 - OneERP - S/4 HANA - R2R,Jul-24,Cross Functional,,Italy
INC0258325,17-07-2024 23:27,"Partial allocation, post incoming payments-customer",L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Multiple
INC0258759,22-07-2024 17:49,OnceERP - Incomplete Data sent from SAP,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Korea
INC0258771,22-07-2024 19:01,We need help to delete two entries from production table for SEPA mandates.,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Multiple
INC0259637,30-07-2024 23:27,Tax Calculation Error,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Service Entities
INC0257523,10-07-2024 12:56,SAP payment access issue,L2 - OneERP - S/4 HANA - R2R,Jul-24,"Record to Report, Technical",,Korea
INC0259417,29-07-2024 12:15,PS4 ABAP Dump - CX_SADL_DUMP_APPL_MODEL_ERROR,L2 - OneERP - S/4 HANA - R2R,Jul-24,Record to Report,,Multiple
INC0254286,06-06-2024 21:32,one - erp - concur posting with tax code,L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Italy
INC0254256,06-06-2024 18:56,SAP: Manage Automatic Payments: Unable to run payment proposal,L2 - OneERP - S/4 HANA - R2R,Jun-24,Technical,,Service Entities
INC0255716,21-06-2024 19:05,"MMCO CH04 Alloga AG receipt for 2,524,793.12",L2 - OneERP - S/4 HANA - R2R,Jun-24,Order to Cash,,Switzerland
INC0254465,10-06-2024 10:00,Request : To solve error message in Esker in May.,L2 - OneERP - S/4 HANA - R2R,Jun-24,Tax,,Japan
INC0254750,12-06-2024 15:14,AT01 Halmed - Agency for Medical Product,L2 - OneERP - S/4 HANA - R2R,Jun-24,Procure to Pay,,Austria
INC0254187,06-06-2024 01:19,"ONE ERP  W4 ITALY - ISSUE ON VAT REGISTER ""AR""",L2 - OneERP - S/4 HANA - R2R,Jun-24,Procure to Pay,,Italy
INC0254895,13-06-2024 16:52,ERP - SAP - INTERCOMPANY PAYMENTS - incorrect iban and to be entered on suppliers,L2 - OneERP - S/4 HANA - R2R,Jun-24,Procure to Pay,,Italy
INC0255914,24-06-2024 21:02,TM5  - Open Payments,L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Germany
INC0255219,17-06-2024 17:39,Suppress warning message in France BP,L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Multiple
INC0256409,28-06-2024 21:52,Unable to post Credit memo through AR Template for Italy.,L2 - OneERP - S/4 HANA - R2R,Jun-24,Order to Cash,,Italy
INC0254279,06-06-2024 20:46,ONE ERP: RIBA MAPPING FOR REPORTING,L2 - OneERP - S/4 HANA - R2R,Jun-24,Order to Cash,,Italy
INC0254645,11-06-2024 21:28,"44003150 missing Item category this is an old GL approved during Wave 3, Please help as this is blocking Wave 5 Data load.",L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Multiple
INC0255901,24-06-2024 18:56,AR Invoice upload Interface fails to post Invoice with multiple lines for PT. AR template attached.,L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Multiple
INC0255374,18-06-2024 22:05,Unable to print invoice copy from SAP from FI Customer invoice print Tile/App,L2 - OneERP - S/4 HANA - R2R,Jun-24,Tax,,Multiple
INC0254731,12-06-2024 10:32,ONE ERP Wave2 Korea_SAP payment error supplier #20001316,L2 - OneERP - S/4 HANA - R2R,Jun-24,Record to Report,,Korea
INC0252243,14-05-2024 22:13,"ONE ERP - MMCO - Unable to post ""POR Reference Number is Invalid"".",L2 - OneERP - S/4 HANA - R2R,May-24,"Record to Report, Supply Chain",,Service Entities
INC0252629,17-05-2024 23:22,Qty missing from invoice posting line in GRNI-IAC GL 25020000,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Canada
INC0253137,23-05-2024 21:18,Balance Sheet / Income Statement – Multidimensional app issue,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,France
INC0253043,22-05-2024 21:07,EBS not updating in SAP,L2 - OneERP - S/4 HANA - R2R,May-24,Order to Cash,,Germany
INC0252887,21-05-2024 17:14,MMCO payment run error for payment method T,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Service Entities
INC0253232,25-05-2024 03:41,Inventory volume incorrect in foundation for raw material: product code - Rx (Ethical product),L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Canada
INC0251185,02-05-2024 18:08,Unable to process POST GOODS ISSUE for SAP Japan Sales Order Delivery 80154782.  SAP PROD client PS4 - 400,L2 - OneERP - S/4 HANA - R2R,May-24,Order to Cash,,Japan
INC0252805,20-05-2024 23:33,SAP Partial clearing - Short payment,L2 - OneERP - S/4 HANA - R2R,May-24,Order to Cash,,FSS
INC0253542,30-05-2024 09:48,Esker - Simulation error,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Service Entities
INC0251436,07-05-2024 01:24,JP Sales Order Deliveries created in SAP Production client PS4 - 400 will not post goods issue.,L2 - OneERP - S/4 HANA - R2R,May-24,"Order to Cash, Record to Report",,Japan
INC0253138,23-05-2024 21:19,Due date and Rev GL clean up,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,France
INC0251827,10-05-2024 00:11,To correct the inventory on Foundation for P4,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Japan
INC0251653,08-05-2024 21:03,SAP - Canada - FI Invoicing creating incorrect PDF invoice,L2 - OneERP - S/4 HANA - R2R,May-24,Record to Report,,Canada
INC0268905,04-11-2024 15:14,Wave 5 - CH06 Matching error: COGS profit center does not match sales profit center - WL Journal Entry type (Good receipt),L2 - OneERP - S/4 HANA - R2R,Nov-24,Record to Report,,UAE
INC0269222,06-11-2024 21:44,Open Orders feed EDW and Open Orders in SAP not identical,L2 - OneERP - S/4 HANA - R2R,Nov-24,Order to Cash,,Italy
INC0269325,07-11-2024 19:14,Wave 2 - Korea - COGS GL code -  configuration change,L2 - OneERP - S/4 HANA - R2R,Nov-24,Record to Report,,Korea
INC0268734,01-11-2024 12:51,Getting Profit centre error while doing On Account clearing in SAP,L2 - OneERP - S/4 HANA - R2R,Nov-24,Record to Report,,Multiple
INC0269112,05-11-2024 21:01,Wave 5 Brazil - JE Template Error -  GL Not allowed for Ledger Group ,L2 - OneERP - S/4 HANA - R2R,Nov-24,Record to Report,,Brazil
INC0269220,06-11-2024 20:31,ESKER - G/L Account wrong,L2 - OneERP - S/4 HANA - R2R,Nov-24,Procure to Pay,,Service Entities
INC0269127,05-11-2024 22:59,Wave 5 - NL01 - unable to post Journal In SAP,L2 - OneERP - S/4 HANA - R2R,Nov-24,Record to Report,,Netherlands
INC0268181,24-10-2024 19:46,Wave 5 - Denmark -  Payment run Failed,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Denmark
INC0267356,15-10-2024 13:32,Payment file could not display Japanese character,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Japan
INC0268457,29-10-2024 18:24,Wave 3 - AT01 - Austria Payment run Failure 16.10.2024,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Austria
INC0268665,31-10-2024 19:07,Wave 5 - Sweden(SE01) - Not able to post the invoice ref#333136002601,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Sweden
INC0268274,25-10-2024 18:39,Wave4 - Italy - SAP: Change default bank for payment,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Italy
INC0268022,23-10-2024 04:10,W1 - Spain - AUTOMATIC STATEMENT OF ACCOUNT FOR THE CUSTOMER IS NOT WORKING,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Spain
INC0267780,19-10-2024 05:07,Wave 2 - Canada - Payment media file - Incorrect Company Name,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Canada
INC0267849,21-10-2024 14:36,Report DAS2 - WHT not working,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,France
INC0267517,16-10-2024 19:48,payment order from Bank rejected,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Netherlands
INC0268499,29-10-2024 22:52,Wave 1 - GB01 - SAP system was unable to identify the GL code-41000000,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Service Entities
INC0268198,24-10-2024 22:28,Wave 5 - CH06 -MEA (Mundipharma Unable to post the JE with the GL account-44003600 asking the Cost Center while upload the JE,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,UAE
INC0268712,01-11-2024 02:05,INC0255627 - NL-MDC VAT Number to be stated as customer VAT number (CRK52),L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Netherlands
INC0267688,18-10-2024 17:03,SAP: VAT Declaration xml generated,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Italy
INC0267687,18-10-2024 16:54,W2 - Canada - Credit Memo is Printing Invoice number - Canadian Revenue Agency is questioning this,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,FSS
INC0266108,04-10-2024 09:17,Journal Entry Item Text,L2 - OneERP - S/4 HANA - R2R,Oct-24,Order to Cash,,Multiple
INC0266145,04-10-2024 16:12,PS4 EWA report anlysis on FI side effect notes,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0268557,30-10-2024 15:43,Wave 4 - Japan - Can't reverse AP open item in SAP,L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Japan
INC0268169,24-10-2024 18:03,"Shift the cost of Shipping, Warehousing, Distribution & Freight from Tech Ops PL to local PL.",L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Japan
INC0268201,24-10-2024 22:49,reversal not possible for doc 5105627741,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Spain
INC0266080,03-10-2024 22:28,"Hi Team, in MEA(CH06) SAP GL line details dont have cost center as RX001LB. However, in tagetik (104033)showig the unmapped CC for the same cost center, Kindly advise.",L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,UAE
INC0268465,29-10-2024 19:11,Corporate Entities Hypercare SAP - LU01 - non assigned ledger  to statement version MPFS,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,UAE
INC0266890,11-10-2024 12:12,EGP (Egyptian Pound) currency to be added in SAP for AE01 entity ( R2R),L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,UAE
INC0267994,22-10-2024 21:13,W3 - AT01 - SAP bank posting in FX not correctly working,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Austria
INC0268502,29-10-2024 23:08,Denmark payment run Failure Domestic,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Denmark
INC0266909,11-10-2024 16:58,W3 - AT01 - SAP Austria invoices while input details are blank,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Austria
INC0266483,08-10-2024 09:04,E-document tax invoice error,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0267725,18-10-2024 22:05,"Alt reference for reverse document types is not geenrated it is copying original document alt reference number, Please check in QS400",L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Italy
INC0267398,15-10-2024 18:18,Exchange rates Idoc# 0000000000863538 failled,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0267848,21-10-2024 14:31,W5- NL01 - Bank account picking wrongly in Payment run,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Netherlands
INC0267698,18-10-2024 18:20,Foreign currency valuation-adjustment accounts corrections.,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0268238,25-10-2024 09:09,"Wave 4 - Japan - I need to download txt file after I do payment run. When I download the payment file, I find two line is showed, but txt file information is the same.",L2 - OneERP - S/4 HANA - R2R,Oct-24,Procure to Pay,,Japan
INC0266082,03-10-2024 22:47,W5 - Norway - Journal # 1900012082 not reflecting in Approver's queue for entity NO01 in SAP,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Norway
INC0265787,01-10-2024 22:51,Wave 4 Italy - SAP - Invoice 90150563 -Acct Determination Error ( blocked),L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Italy
INC0266925,11-10-2024 19:14,Wave 5 - CH06 - MEA GMBH -Error in GL code,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,UAE
INC0268500,29-10-2024 23:03,Unable to post P13 Journal,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0266378,07-10-2024 16:17,Wave 5  - MEA C - CH06 and CH09 FX run error,L2 - OneERP - S/4 HANA - R2R,Oct-24,Record to Report,,Multiple
INC0263774,10-09-2024 21:10,ESKER -  G/L Account wrong,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Service Entities
INC0264719,20-09-2024 17:25,MMCO - Unable to raise payment from MMCO in payment method I for EUR payment,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Switzerland
INC0263642,09-09-2024 20:33,Wave 5 - Brazil - order 4500015825 was not reopened 4500015825,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Brazil
INC0263622,09-09-2024 19:17,Wave 5 - Finland Unable to post the journals due to Tax code - Finland(101005),L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Finland
INC0264033,12-09-2024 22:59,W5- NL01 - Bank account picking wrongly in Payment run,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Netherlands
INC0263381,06-09-2024 16:22,COGS WE and WI entry types (Goods Receipt) are being mapped at default NA001CH Profit Centre,L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Saudi Arabia
INC0264398,17-09-2024 22:58,Denmark House bank change request ( For payment method F eur account should be the backup),L2 - OneERP - S/4 HANA - R2R,Sep-24,Procure to Pay,,Denmark
INC0265422,27-09-2024 21:44,Billing documents failing while releasing to account due to error Tax indicator not assigned to account and country/region YCOA 0021531000 BR SD,L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Brazil
INC0263885,11-09-2024 18:41,Split entry showing incorrectly in ledger level,L2 - OneERP - S/4 HANA - R2R,Sep-24,Order to Cash,,Switzerland
INC0263072,04-09-2024 05:26,"Registros/blocos: 0460, C195, C197, D190, D195 e D197",L2 - OneERP - S/4 HANA - R2R,Sep-24,Record to Report,,Brazil
